case:concept:name,concept:name,time:timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,Resource,Variant,Variant2_index,Variant3,customer,lifecycle:transition,product,responsible_section,seriousness,seriousness_2,service_level,service_type,support_section,workgroup
Case2942,Assign seriousness,16:54.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 362,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2942,Take in charge ticket,17:24.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 362,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2942,Resolve ticket,47:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 362,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2942,Closed,20:51.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 362,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2943,Assign seriousness,42:49.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 8,Variant 4,4,Variant 4,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2943,Assign seriousness,20:58.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 2,Variant 4,4,Variant 4,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2943,Take in charge ticket,21:04.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 2,Variant 4,4,Variant 4,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2943,Resolve ticket,41:16.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 11,Variant 4,4,Variant 4,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2943,Closed,41:33.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 5,Variant 4,4,Variant 4,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2944,Assign seriousness,16:35.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2944,Take in charge ticket,17:21.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2944,Wait,45:22.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2944,Take in charge ticket,27:00.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2944,Resolve ticket,27:11.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 13,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2944,Closed,27:33.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 229,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2945,Assign seriousness,26:37.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 9,Variant 25,25,Variant 25,Value 18,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2945,Wait,12:48.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 9,Variant 25,25,Variant 25,Value 18,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2945,Resolve ticket,18:45.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 9,Variant 25,25,Variant 25,Value 18,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2945,Closed,30:40.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 5,Variant 25,25,Variant 25,Value 18,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2946,Assign seriousness,16:59.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 210,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2946,Take in charge ticket,36:49.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 210,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2946,Wait,40:04.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 210,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2946,Resolve ticket,30:44.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 210,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2946,Closed,40:28.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 210,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2947,Assign seriousness,25:03.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2947,Resolve ticket,19:23.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2947,Resolve ticket,31:15.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2947,Closed,30:22.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 5,Variant 8,8,Variant 8,Value 18,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2948,Assign seriousness,08:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 317,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2948,Take in charge ticket,18:20.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 317,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2948,Resolve ticket,00:58.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 317,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2948,Closed,10:17.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 317,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2949,Assign seriousness,52:27.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 14,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2949,Take in charge ticket,14:27.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 14,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2949,Wait,43:45.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 14,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2949,Resolve ticket,04:01.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 14,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2949,Closed,04:19.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 14,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case295,Assign seriousness,20:54.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 9,Variant 6,6,Variant 6,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case295,Take in charge ticket,30:22.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 6,Variant 6,6,Variant 6,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case295,Resolve ticket,06:58.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 17,Variant 6,6,Variant 6,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case295,Resolve ticket,06:59.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 17,Variant 6,6,Variant 6,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case295,Closed,31:03.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 5,Variant 6,6,Variant 6,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case2950,Assign seriousness,07:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 107,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2950,Take in charge ticket,10:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 107,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2950,Resolve ticket,26:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 107,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2950,Closed,10:43.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 107,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2951,Assign seriousness,33:27.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2951,Take in charge ticket,35:25.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2951,Wait,02:32.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2951,Take in charge ticket,46:03.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2951,Resolve ticket,46:38.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2951,Closed,47:06.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 73,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2952,Assign seriousness,10:11.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2952,Take in charge ticket,25:52.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2952,Wait,41:45.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2952,Resolve ticket,24:59.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2952,Closed,00:51.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2953,Assign seriousness,28:40.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2953,Take in charge ticket,30:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2953,Resolve ticket,21:32.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2953,Closed,30:36.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2954,Assign seriousness,34:51.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2954,Take in charge ticket,36:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2954,Resolve ticket,17:20.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2954,Closed,40:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 16,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2955,Insert ticket,20:01.0,Variant 7,7,Fluxicon Disco,Variant 7,7,Value 15,Variant 7,7,Variant 7,Value 54,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2955,Assign seriousness,21:29.0,Variant 7,7,Fluxicon Disco,Variant 7,7,Value 15,Variant 7,7,Variant 7,Value 54,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2955,Take in charge ticket,21:42.0,Variant 7,7,Fluxicon Disco,Variant 7,7,Value 15,Variant 7,7,Variant 7,Value 54,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2955,Resolve ticket,21:22.0,Variant 7,7,Fluxicon Disco,Variant 7,7,Value 15,Variant 7,7,Variant 7,Value 54,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2955,Closed,30:36.0,Variant 7,7,Fluxicon Disco,Variant 7,7,Value 5,Variant 7,7,Variant 7,Value 54,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2956,Assign seriousness,00:24.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 1,Variant 25,25,Variant 25,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2956,Wait,54:21.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 1,Variant 25,25,Variant 25,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2956,Resolve ticket,57:39.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 4,Variant 25,25,Variant 25,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2956,Closed,57:51.0,Variant 25,25,Fluxicon Disco,Variant 25,25,Value 3,Variant 25,25,Variant 25,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2957,Assign seriousness,21:58.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 311,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2957,Take in charge ticket,26:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 311,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2957,Resolve ticket,35:51.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 311,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2957,Closed,30:33.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 311,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2958,Assign seriousness,29:01.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2958,Take in charge ticket,23:16.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2958,Resolve ticket,39:10.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2958,Closed,30:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 100,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2959,Assign seriousness,53:03.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 171,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 3
Case2959,Take in charge ticket,17:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 21,Variant 1,1,Variant 1,Value 171,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 3
Case2959,Resolve ticket,17:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 21,Variant 1,1,Variant 1,Value 171,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 3
Case2959,Closed,18:07.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 21,Variant 1,1,Variant 1,Value 171,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 3
Case296,Assign seriousness,02:36.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 14,Variant 2,2,Variant 2,Value 134,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case296,Take in charge ticket,42:33.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 134,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case296,Wait,24:47.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 134,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case296,Resolve ticket,37:05.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 134,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case296,Closed,37:18.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 134,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2960,Assign seriousness,29:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 31,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2960,Take in charge ticket,29:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 31,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2960,Resolve ticket,00:58.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 31,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2960,Closed,30:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 31,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2961,Assign seriousness,21:19.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2961,Take in charge ticket,03:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2961,Resolve ticket,13:36.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2961,Closed,13:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2962,Assign seriousness,27:51.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 13,Variant 2,2,Variant 2,Value 49,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2962,Take in charge ticket,41:17.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 49,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2962,Wait,07:32.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 49,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2962,Resolve ticket,10:46.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 49,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2962,Closed,11:01.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 49,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2963,Assign seriousness,34:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 32,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2963,Take in charge ticket,35:02.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 32,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2963,Resolve ticket,09:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 13,Variant 1,1,Variant 1,Value 32,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2963,Closed,40:48.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 32,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2964,Assign seriousness,55:30.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 363,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2964,Take in charge ticket,16:39.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 363,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2964,Wait,19:12.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 363,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2964,Resolve ticket,42:58.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 363,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2964,Closed,43:17.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 363,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2965,Assign seriousness,07:43.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 2,Variant 6,6,Variant 6,Value 145,complete,Value 3,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2965,Take in charge ticket,28:59.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 7,Variant 6,6,Variant 6,Value 145,complete,Value 3,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2965,Resolve ticket,29:07.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 7,Variant 6,6,Variant 6,Value 145,complete,Value 3,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2965,Resolve ticket,52:41.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 2,Variant 6,6,Variant 6,Value 145,complete,Value 3,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2965,Closed,52:49.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 5,Variant 6,6,Variant 6,Value 145,complete,Value 3,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2966,Assign seriousness,02:37.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 14,Variant 2,2,Variant 2,Value 216,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2966,Take in charge ticket,38:00.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 216,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2966,Wait,37:39.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 216,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2966,Resolve ticket,28:28.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 216,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2966,Closed,28:38.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 216,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2967,Assign seriousness,01:36.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2967,Take in charge ticket,06:35.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
